loss,kl,elbo,alpha
1058.9365,240.80406,1060.8629,0.008
454.30862,159.47691,455.58444,0.008
490.72534,166.30394,492.0558,0.008
1315.4095,213.89343,1317.1207,0.008
848.9051,203.95465,850.53674,0.008
1401.3763,265.8437,1403.503,0.008
1155.723,219.24384,1157.4769,0.008
591.34595,194.98608,592.9058,0.008
735.0548,211.77432,736.749,0.008
942.7389,219.33914,944.4936,0.008
990.9105,266.42664,993.04193,0.008
819.58606,224.538,821.3824,0.008
576.15894,184.721,577.6367,0.008
893.2058,263.2511,895.3118,0.008
1081.5162,240.14388,1083.4374,0.008
1082.2086,231.17076,1084.058,0.008
1617.6545,277.64355,1619.8757,0.008
1279.5304,247.74228,1281.5123,0.008
1401.8634,262.05597,1403.9598,0.008
1248.761,250.31561,1250.7635,0.008
1597.7638,259.209,1599.8375,0.008
956.8465,225.09727,958.6473,0.008
1348.467,274.0995,1350.6598,0.008
701.5778,216.98218,703.31366,0.008
1057.3258,260.3913,1059.4089,0.008
871.3108,243.72644,873.2606,0.008
1065.7329,278.65277,1067.9622,0.008
225.33531,187.54138,226.83565,0.008
1362.8462,266.78665,1364.9805,0.008
693.4189,250.0138,695.419,0.008
1017.5753,255.90884,1019.62256,0.008
977.0487,238.65921,978.958,0.008
682.4084,209.05133,684.0808,0.008
689.7468,210.91168,691.43414,0.008
1191.5984,263.498,1193.7064,0.008
537.23975,230.19331,539.0813,0.008
815.3273,247.7341,817.30914,0.008
842.3107,272.15765,844.488,0.008
996.5033,249.91943,998.5026,0.008
935.1573,237.21228,937.055,0.008
797.9308,227.09232,799.7475,0.008
1766.4371,279.99704,1768.6771,0.008
740.1623,224.26773,741.9564,0.008
920.85236,250.99483,922.8603,0.008
1006.4235,260.09518,1008.5043,0.008
1239.3933,246.47232,1241.3651,0.008
621.28467,234.1617,623.15796,0.008
240.01949,187.08224,241.51614,0.008
509.2147,203.12698,510.83972,0.008
1028.4359,244.64539,1030.3931,0.008
1151.724,263.22882,1153.8298,0.008
471.23453,217.62051,472.9755,0.008
1302.2639,264.91983,1304.3833,0.008
1142.8146,253.09167,1144.8394,0.008
726.18787,220.04881,727.94824,0.008
168.936,171.5743,170.3086,0.008
1093.892,210.21625,1095.5737,0.008
406.21353,176.69363,407.62708,0.008
373.8143,156.99417,375.07025,0.008
1162.8492,222.1813,1164.6267,0.008
1514.841,263.39117,1516.9481,0.008
730.1108,194.8719,731.66974,0.008
909.0316,225.05234,910.83203,0.008
869.9339,216.48463,871.6658,0.008
732.39307,211.94246,734.0886,0.008
1108.9973,214.94748,1110.7169,0.008
402.73135,174.78595,404.12964,0.008
309.78677,185.68434,311.27225,0.008
615.41876,212.83684,617.12146,0.008
699.5801,227.61472,701.401,0.008
633.08777,205.69919,634.73334,0.008
1341.718,287.1157,1344.0149,0.008
724.8879,206.17947,726.5373,0.008
790.1672,214.98491,791.8871,0.008
774.1764,227.40408,775.9956,0.008
1587.1382,253.57034,1589.1667,0.008
1099.9318,231.05194,1101.7802,0.008
1800.2771,315.10504,1802.798,0.008
594.00146,211.18306,595.6909,0.008
925.36536,228.22429,927.19116,0.008
1166.5067,262.42404,1168.6061,0.008
843.5578,252.44797,845.5774,0.008
1046.4574,260.8862,1048.5444,0.008
1030.5598,291.74518,1032.8938,0.008
1323.2511,259.18732,1325.3246,0.008
879.71875,270.3585,881.8816,0.008
395.779,199.70059,397.3766,0.008
926.20734,211.80696,927.9018,0.008
1200.8318,290.19864,1203.1533,0.008
747.0644,254.31271,749.0989,0.008
595.84314,260.77686,597.9294,0.008
862.4617,268.05234,864.6061,0.008
55.15868,160.22395,56.44047,0.008
716.6918,276.50174,718.9038,0.008
466.43286,250.75887,468.43893,0.008
145.21196,180.0722,146.65254,0.008
861.15643,237.38177,863.0555,0.008
432.11475,179.35577,433.5496,0.008
1227.8469,291.69934,1230.1805,0.008
549.89734,212.01602,551.59344,0.008
1729.4719,271.18033,1731.6414,0.008
1455.5728,273.7492,1457.7627,0.008
947.10254,217.43436,948.84204,0.008
246.33844,170.20535,247.70009,0.008
1398.4171,278.81067,1400.6476,0.008
392.3291,152.8453,393.55185,0.008
1241.0679,279.2279,1243.3016,0.008
1462.353,257.51306,1464.4131,0.008
908.7493,213.20163,910.45496,0.008
658.6403,190.42853,660.16376,0.008
298.53253,166.9378,299.86804,0.008
918.54517,198.76624,920.1353,0.008
605.2177,186.70102,606.7113,0.008
855.2189,215.6399,856.944,0.008
1005.448,214.30312,1007.1624,0.008
796.029,264.66568,798.1463,0.008
662.191,218.1094,663.93585,0.008
977.4895,197.11362,979.0664,0.008
1027.4541,213.2397,1029.16,0.008
442.15396,208.65765,443.8232,0.008
689.413,239.2709,691.3272,0.008
1022.64294,229.35951,1024.4778,0.008
1310.2446,261.38187,1312.3357,0.008
891.9141,244.07135,893.8667,0.008
2346.1929,351.48706,2349.005,0.008
517.6181,216.75139,519.3521,0.008
1049.1917,247.92969,1051.175,0.008
970.9078,245.50453,972.8718,0.008
412.38995,233.48996,414.25787,0.008
1402.9701,263.51678,1405.0782,0.008
1322.7327,293.64197,1325.0818,0.008
885.677,233.96062,887.5487,0.008
1011.8253,248.14038,1013.8104,0.008
685.87146,240.2461,687.79346,0.008
1485.9932,332.05124,1488.6495,0.008
1493.2043,289.44437,1495.5199,0.008
1125.7711,304.83478,1128.2098,0.008
936.31866,244.2784,938.2729,0.008
256.57123,214.62885,258.28827,0.008
1400.5625,327.4397,1403.182,0.008
871.3867,237.20831,873.28436,0.008
911.6806,223.62233,913.4696,0.008
427.4229,206.76538,429.07703,0.008
667.00574,213.98126,668.7176,0.008
1176.5266,284.56604,1178.8031,0.008
837.45917,243.54626,839.40753,0.008
656.593,212.42984,658.2925,0.008
781.22943,220.17703,782.99084,0.008
508.7865,218.25964,510.53256,0.008
1162.241,269.20325,1164.3947,0.008
406.28375,185.08289,407.7644,0.008
1637.4551,284.6399,1639.7322,0.008
1181.0814,279.08066,1183.3141,0.008
613.109,199.69269,614.70654,0.008
1035.2073,254.34657,1037.2421,0.008
729.43353,237.04277,731.3299,0.008
765.6376,224.797,767.436,0.008
562.86615,209.08176,564.5388,0.008
506.15747,214.77032,507.87564,0.008
481.49896,217.87582,483.24197,0.008
770.57227,247.2306,772.5501,0.008
864.17523,209.90814,865.8545,0.008
1052.9799,209.2074,1054.6536,0.008
269.0802,176.23572,270.49008,0.008
390.29572,164.08809,391.60843,0.008
916.1256,221.21545,917.8953,0.008
2098.293,291.28613,2100.6233,0.008
993.4197,215.7948,995.14606,0.008
1108.2168,226.91742,1110.0321,0.008
551.6962,212.41121,553.3955,0.008
1227.7338,274.31967,1229.9283,0.008
1409.2362,268.7809,1411.3865,0.008
836.13446,236.55273,838.02686,0.008
678.1256,228.70572,679.95526,0.008
1312.6427,262.5746,1314.7433,0.008
1555.2473,267.58066,1557.388,0.008
786.5284,254.00932,788.5605,0.008
807.38586,241.53873,809.3182,0.008
871.98224,250.1055,873.9831,0.008
909.1718,255.47203,911.2156,0.008
828.3639,239.40288,830.2791,0.008
695.02,236.16794,696.90936,0.008
1155.5715,315.95844,1158.0992,0.008
266.1339,208.50015,267.8019,0.008
643.891,250.12032,645.89197,0.008
452.96774,213.46997,454.6755,0.008
446.61368,251.53062,448.62592,0.008
541.1821,253.95572,543.21375,0.008
682.6795,247.26784,684.65765,0.008
242.60815,210.80286,244.29457,0.008
1411.3773,307.4212,1413.8367,0.008
823.79443,264.00958,825.9065,0.008
1331.6187,308.94327,1334.0902,0.008
1134.6526,289.70474,1136.9702,0.008
797.1485,253.93112,799.17993,0.008
986.98035,277.0218,989.19653,0.008
704.5867,267.55383,706.7271,0.008
715.7478,221.56906,717.5204,0.008
1383.6974,312.47687,1386.1971,0.008
1172.6442,280.0807,1174.8848,0.008
1317.6797,300.21417,1320.0814,0.008
1498.2559,296.83252,1500.6305,0.008
651.2354,239.351,653.1502,0.008
678.71606,267.10858,680.8529,0.008
1047.4569,261.45245,1049.5486,0.008
1229.9962,274.58163,1232.1929,0.008
743.63995,245.67747,745.60535,0.008
1039.0841,256.8412,1041.1388,0.008
1061.1876,233.1012,1063.0525,0.008
1000.5166,264.54715,1002.633,0.008
1222.0914,256.2427,1224.1414,0.008
648.9395,254.09685,650.9723,0.008
483.17984,199.62552,484.77686,0.008
982.55865,247.85425,984.5415,0.008
866.0504,250.80417,868.0568,0.008
654.61224,222.18672,656.3897,0.008
799.8279,259.33112,801.9025,0.008
331.7201,195.75471,333.28613,0.008
205.61722,197.65,207.19843,0.008
867.8028,261.7182,869.89655,0.008
491.79987,241.55278,493.7323,0.008
1154.8142,268.23392,1156.9601,0.008
1078.6329,261.38617,1080.724,0.008
567.24176,256.05515,569.2902,0.008
1060.4882,254.01498,1062.5203,0.008
573.8645,251.28244,575.87476,0.008
1248.3431,279.2485,1250.5771,0.008
790.4924,235.9783,792.3802,0.008
381.42194,237.57965,383.32257,0.008
1287.8556,285.0025,1290.1356,0.008
572.1232,243.42677,574.0706,0.008
520.4977,203.82022,522.12823,0.008
1427.671,297.55548,1430.0515,0.008
1091.2738,246.56859,1093.2463,0.008
438.34674,210.84586,440.0335,0.008
580.8019,233.60295,582.6707,0.008
844.4158,248.96484,846.4075,0.008
853.35254,234.06229,855.22504,0.008
1337.9424,295.22543,1340.3042,0.008
234.06923,200.46878,235.67297,0.008
752.0807,272.91425,754.264,0.008
1072.0675,265.63376,1074.1926,0.008
1099.7134,281.97144,1101.9691,0.008
384.8599,187.88805,386.363,0.008
1394.7051,281.90405,1396.9603,0.008
1110.3398,286.39206,1112.631,0.008
884.0729,243.43419,886.0203,0.008
262.5569,207.7042,264.2185,0.008
818.9111,244.49089,820.867,0.008
1139.1848,272.86826,1141.3678,0.008
535.6829,188.08539,537.1876,0.008
925.2318,274.0267,927.424,0.008
686.4049,219.14745,688.1581,0.008
1148.9104,259.35773,1150.9852,0.008
940.5586,233.99046,942.43054,0.008
1526.7338,292.14197,1529.0709,0.008
1040.9031,202.90097,1042.5262,0.008
1087.654,237.01184,1089.5502,0.008
607.861,226.14877,609.6702,0.008
1391.5305,283.0628,1393.795,0.008
1076.5796,289.36713,1078.8945,0.008
1137.6992,264.8354,1139.8179,0.008
983.01587,233.08138,984.8805,0.008
344.6286,164.4607,345.94427,0.008
1222.6079,272.1975,1224.7855,0.008
538.41125,220.52917,540.1755,0.008
747.1173,226.50153,748.9293,0.008
1923.5948,335.72318,1926.2806,0.008
1588.0337,299.6754,1590.4312,0.008
1050.3573,267.40353,1052.4966,0.008
470.75848,206.85052,472.4133,0.008
756.84393,246.18169,758.8134,0.008
865.21765,280.8377,867.46436,0.008
465.39697,206.46265,467.04868,0.008
868.5849,262.4638,870.68463,0.008
1096.356,267.2754,1098.4941,0.008
1061.7778,256.28354,1063.8281,0.008
619.55457,242.07632,621.49115,0.008
858.13086,264.66754,860.2482,0.008
1304.734,312.9001,1307.2372,0.008
712.61304,252.95848,714.6367,0.008
732.3832,247.53525,734.36346,0.008
511.9368,218.18842,513.6823,0.008
643.8353,258.3174,645.90186,0.008
716.0651,216.42209,717.7965,0.008
507.1573,215.69862,508.88287,0.008
671.5433,246.48505,673.51514,0.008
396.17862,194.45673,397.73428,0.008
785.67456,205.64235,787.3197,0.008
1558.1713,294.2893,1560.5256,0.008
1232.4723,280.3947,1234.7155,0.008
839.3569,234.3453,841.2316,0.008
921.79675,245.74625,923.7627,0.008
654.1543,206.2279,655.80414,0.008
596.93475,225.74184,598.74066,0.008
1103.8376,259.88626,1105.9167,0.008
770.4142,262.70502,772.5158,0.008
1553.662,277.71033,1555.8837,0.008
1057.0856,253.14273,1059.1107,0.008
381.66464,211.92369,383.36005,0.008
807.88196,228.4754,809.7098,0.008
272.3009,221.6337,274.07397,0.008
722.5185,225.32774,724.3211,0.008
828.26587,224.71745,830.0636,0.008
853.4941,260.38483,855.57715,0.008
1048.6891,230.4599,1050.5327,0.008
762.43677,216.99623,764.1727,0.008
768.5021,241.86871,770.437,0.008
1053.1964,219.6175,1054.9534,0.008
1513.562,270.72415,1515.7278,0.008
1006.2323,224.34048,1008.02704,0.008
766.7201,239.69185,768.63763,0.008
868.9287,230.04929,870.7691,0.008
705.1668,207.33734,706.8255,0.008
632.02167,213.14316,633.7268,0.008
971.53595,228.28029,973.3622,0.008
1096.331,235.36978,1098.214,0.008
861.0505,223.93832,862.842,0.008
861.3299,237.04324,863.22626,0.008
1242.55,266.25177,1244.68,0.008
1014.3296,238.61166,1016.23846,0.008
1105.6978,266.01984,1107.8259,0.008
1287.7994,260.13968,1289.8806,0.008
445.6038,186.16307,447.0931,0.008
719.9382,255.62329,721.98315,0.008
1212.8329,249.5199,1214.8291,0.008
1016.69666,256.64667,1018.7498,0.008
842.34955,262.99606,844.4535,0.008
1115.5103,264.1802,1117.6237,0.008
504.73016,223.91547,506.52148,0.008
574.13513,240.83559,576.0618,0.008
880.12524,260.95285,882.2129,0.008
293.96567,194.76808,295.5238,0.008
911.995,231.97263,913.85077,0.008
716.6135,254.23714,718.6474,0.008
566.0908,225.34988,567.8936,0.008
1664.6809,299.04434,1667.0732,0.008
567.2374,230.65735,569.0827,0.008
737.65204,279.86304,739.8909,0.008
498.01855,227.56787,499.8391,0.008
508.3232,210.01271,510.00333,0.008
757.50055,213.03954,759.2049,0.008
684.4651,242.1001,686.4019,0.008
933.1719,238.96968,935.0836,0.008
982.1443,280.64478,984.38947,0.008
1371.2986,312.88287,1373.8016,0.008
750.4269,245.75793,752.39294,0.008
767.46075,265.91766,769.5881,0.008
650.1571,256.93842,652.2126,0.008
592.6192,267.471,594.759,0.008
912.58514,274.59152,914.78186,0.008
1000.80383,270.3847,1002.9669,0.008
1497.888,327.29938,1500.5063,0.008
1158.1418,284.56488,1160.4183,0.008
651.87286,247.25626,653.8509,0.008
758.3996,236.79138,760.29395,0.008
406.49463,234.02452,408.36682,0.008
663.9122,225.818,665.7187,0.008
1170.7443,302.19427,1173.1619,0.008
907.11847,267.249,909.2565,0.008
382.97455,244.49144,384.93048,0.008
452.0353,217.86133,453.7782,0.008
985.45374,260.59286,987.53845,0.008
1847.4921,342.2416,1850.23,0.008
1006.555,241.31818,1008.48553,0.008
1097.1538,300.65582,1099.5591,0.008
445.01993,235.87097,446.9069,0.008
368.04605,230.08952,369.88678,0.008
894.77625,246.98471,896.75214,0.008
1350.3235,306.0732,1352.7721,0.008
858.39136,264.62253,860.50836,0.008
886.2619,280.53378,888.50616,0.008
791.94434,256.57306,793.99695,0.008
593.7975,257.93674,595.86096,0.008
1353.8982,272.59808,1356.079,0.008
718.2393,220.41602,720.0026,0.008
921.6345,245.35448,923.59735,0.008
747.58154,234.932,749.461,0.008
1212.2152,302.21698,1214.6329,0.008
187.23701,195.27353,188.79921,0.008
1268.2975,273.89206,1270.4886,0.008
775.3329,251.53336,777.34515,0.008
534.8645,217.88821,536.6076,0.008
500.29297,203.84097,501.9237,0.008
1029.0448,275.87158,1031.2518,0.008
533.9022,238.51201,535.8103,0.008
542.3156,276.38556,544.5267,0.008
613.3828,258.359,615.4497,0.008
1100.8335,279.14062,1103.0667,0.008
1150.6655,288.8482,1152.9763,0.008
387.76416,225.26736,389.56628,0.008
974.78955,266.118,976.9185,0.008
663.03705,250.98703,665.0449,0.008
1556.6377,327.31335,1559.2562,0.008
514.5837,247.04755,516.56006,0.008
1389.3369,301.7015,1391.7505,0.008
387.58377,206.17232,389.23315,0.008
919.5735,254.71689,921.6112,0.008
939.89825,262.58765,941.99896,0.008
347.97366,242.24149,349.9116,0.008
614.0134,272.63474,616.1945,0.008
672.00397,257.9381,674.06744,0.008
971.5859,302.03012,974.00214,0.008
521.93805,218.31189,523.6846,0.008
1197.6521,281.45245,1199.9037,0.008
1057.5219,284.01898,1059.794,0.008
1384.5552,262.14673,1386.6523,0.008
802.569,255.8678,804.6159,0.008
569.4633,225.95105,571.27094,0.008
961.76544,255.12585,963.80646,0.008
1030.1359,289.49103,1032.4518,0.008
1328.9478,270.3617,1331.1106,0.008
507.63907,208.47769,509.3069,0.008
1179.0065,260.98105,1181.0944,0.008
1030.7754,235.19919,1032.657,0.008
364.57416,219.84227,366.3329,0.008
741.8765,226.3362,743.6872,0.008
990.8385,270.24744,993.0005,0.008
1224.7805,304.47363,1227.2163,0.008
1063.8043,249.75003,1065.8024,0.008
756.05206,222.1506,757.8293,0.008
1025.3296,243.3321,1027.2762,0.008
1151.4199,283.13974,1153.685,0.008
1381.581,287.27142,1383.8793,0.008
831.1198,234.25793,832.9939,0.008
1001.0776,264.51538,1003.1937,0.008
635.9835,249.18573,637.977,0.008
1181.0969,294.55438,1183.4534,0.008
757.94226,220.95105,759.70984,0.008
719.1972,240.21928,721.11896,0.008
786.34326,238.19296,788.2488,0.008
1338.1234,298.25137,1340.5094,0.008
966.97314,259.91455,969.0525,0.008
1094.6329,271.25018,1096.803,0.008
1234.9513,287.66953,1237.2527,0.008
834.3641,253.55252,836.3925,0.008
620.0113,258.09314,622.07605,0.008
1096.4042,287.13834,1098.7013,0.008
794.1518,233.15788,796.017,0.008
913.95056,261.01736,916.0387,0.008
727.5897,240.96375,729.51746,0.008
865.1055,246.55583,867.078,0.008
214.1997,214.26524,215.91383,0.008
1615.6459,322.40762,1618.2251,0.008
442.1815,213.80124,443.8919,0.008
824.7406,267.44812,826.8802,0.008
1217.9293,276.2831,1220.1395,0.008
880.26996,296.34778,882.64075,0.008
489.44965,248.20847,491.4353,0.008
1103.6683,293.89325,1106.0195,0.008
479.07684,247.95926,481.06052,0.008
963.7171,267.45792,965.85675,0.008
1413.4414,338.0328,1416.1456,0.008
1238.0115,299.45114,1240.4071,0.008
603.96674,247.20963,605.9444,0.008
590.84155,236.52853,592.73376,0.008
595.2629,239.78062,597.18115,0.008
1304.3472,278.0468,1306.5715,0.008
404.62228,244.10733,406.57513,0.008
1145.1003,291.40207,1147.4315,0.008
1427.3665,320.15607,1429.9277,0.008
1214.9199,277.30646,1217.1384,0.008
293.73746,233.36765,295.6044,0.008
1142.843,275.14368,1145.0442,0.008
212.77986,211.63571,214.47295,0.008
1470.0388,299.94452,1472.4384,0.008
597.1746,260.49347,599.25854,0.008
1092.3145,284.62213,1094.5914,0.008
764.3707,237.02762,766.26697,0.008
415.00052,200.35773,416.6034,0.008
640.47296,243.92967,642.4244,0.008
1136.6028,276.00278,1138.8108,0.008
502.58377,220.47076,504.34753,0.008
573.5064,254.75842,575.5445,0.008
339.15372,183.31023,340.6202,0.008
822.6229,230.18495,824.4644,0.008
764.131,227.3941,765.95013,0.008
706.5567,238.42732,708.4641,0.008
1475.3042,266.77325,1477.4384,0.008
408.65598,197.02066,410.23215,0.008
1423.2166,295.96362,1425.5842,0.008
695.4078,250.34052,697.4105,0.008
859.07043,255.49176,861.1144,0.008
822.3678,284.57385,824.6444,0.008
1051.6685,274.23636,1053.8623,0.008
401.27673,229.76195,403.11484,0.008
921.2075,270.36478,923.3704,0.008
757.5764,240.94943,759.504,0.008
1041.1257,248.44583,1043.1133,0.008
715.40533,249.54958,717.40173,0.008
1163.3472,294.3792,1165.7021,0.008
652.607,247.01413,654.5831,0.008
1087.0111,276.16418,1089.2205,0.008
1300.7872,307.7978,1303.2496,0.008
530.2569,229.9292,532.0963,0.008
502.90073,224.06389,504.69324,0.008
607.32666,242.68048,609.2681,0.008
1480.9888,315.07678,1483.5094,0.008
1300.3075,288.6184,1302.6165,0.008
441.95566,202.78699,443.57794,0.008
1510.5336,292.55423,1512.874,0.008
980.96387,286.59955,983.25665,0.008
954.08075,244.49846,956.03674,0.008
439.97333,235.6177,441.85828,0.008
631.3851,212.18951,633.0826,0.008
649.63916,201.33945,651.2499,0.008
1035.2775,245.67772,1037.2429,0.008
1689.6064,319.0344,1692.1587,0.008
593.1853,239.51265,595.1014,0.008
1104.3191,299.75128,1106.717,0.008
913.9871,265.5158,916.11127,0.008
768.277,223.24707,770.0629,0.008
488.57654,208.34442,490.2433,0.008
625.01984,234.46552,626.89557,0.008
831.2074,244.94989,833.167,0.008
1181.5525,257.6369,1183.6135,0.008
327.0853,223.9436,328.87683,0.008
1519.2681,297.99536,1521.652,0.008
981.11835,286.43103,983.4098,0.008
315.29208,212.6265,316.9931,0.008
797.9553,230.50246,799.7993,0.008
715.77576,248.8766,717.7668,0.008
823.55334,249.55003,825.54974,0.008
991.81757,242.46666,993.7573,0.008
761.27966,276.21802,763.4894,0.008
1226.5923,294.24774,1228.9463,0.008
608.9924,206.24014,610.6423,0.008
866.5391,307.02966,868.99536,0.008
1026.2572,282.17288,1028.5145,0.008
464.5015,199.00009,466.0935,0.008
261.8084,224.55725,263.60486,0.008
636.1062,218.8122,637.8567,0.008
1150.2928,274.73486,1152.4907,0.008
707.10126,219.76909,708.85944,0.008
664.5809,236.93756,666.4764,0.008
986.8424,255.8048,988.88885,0.008
802.058,260.8086,804.1445,0.008
1263.4156,267.68808,1265.5571,0.008
1078.4968,276.5665,1080.7094,0.008
630.7121,262.30417,632.81055,0.008
377.4373,210.41669,379.1206,0.008
1679.5916,294.71933,1681.9493,0.008
594.81323,244.94304,596.77277,0.008
1153.5927,269.6289,1155.7496,0.008
1776.8395,312.671,1779.3408,0.008
804.7236,241.4506,806.65515,0.008
1089.7241,303.71765,1092.1538,0.008
844.8931,254.30014,846.92755,0.008
795.6793,271.08588,797.848,0.008
946.94116,264.61703,949.0581,0.008
488.00204,220.87442,489.76904,0.008
705.5476,268.8383,707.6983,0.008
395.648,213.66939,397.35736,0.008
1028.5371,260.02786,1030.6173,0.008
1561.5173,334.6788,1564.1948,0.008
353.84955,212.50302,355.54956,0.008
488.65137,228.2861,490.47766,0.008
1264.1367,312.63455,1266.6378,0.008
636.84937,253.16528,638.8747,0.008
600.4755,237.92519,602.3789,0.008
915.5499,287.97797,917.85376,0.008
845.64075,299.9001,848.04,0.008
948.1338,266.71054,950.26746,0.008
812.70996,266.09006,814.8387,0.008
793.74133,253.30228,795.76776,0.008
722.8613,245.43362,724.82477,0.008
636.26794,207.72769,637.92975,0.008
648.75696,235.9184,650.6443,0.008
878.8113,256.30847,880.86176,0.008
740.9276,249.21196,742.9213,0.008
1373.1091,289.47083,1375.4249,0.008
1181.2166,257.24164,1183.2745,0.008
713.721,233.9205,715.59235,0.008
1086.596,274.84668,1088.7947,0.008
683.05896,257.68,685.1204,0.008
712.19684,245.30455,714.1593,0.008
1088.589,300.04062,1090.9893,0.008
796.4952,253.32391,798.5218,0.008
1001.2157,276.2586,1003.4258,0.008
868.3735,266.3267,870.5041,0.008
465.18335,227.08528,467.00003,0.008
1025.0251,299.34982,1027.4199,0.008
625.3293,266.87823,627.4643,0.008
975.6384,268.72516,977.7882,0.008
638.0643,275.76178,640.2704,0.008
1046.9799,267.1816,1049.1173,0.008
928.056,259.6787,930.1335,0.008
868.13965,279.69568,870.3772,0.008
778.4842,281.13397,780.7333,0.008
1207.9502,253.7958,1209.9806,0.008
682.1823,255.39206,684.22546,0.008
835.49176,286.7409,837.7857,0.008
660.3251,232.00403,662.1811,0.008
847.24243,270.14023,849.40356,0.008
867.13666,295.10913,869.49756,0.008
617.25635,251.68567,619.26984,0.008
788.68146,262.7099,790.78314,0.008
941.53174,276.25742,943.7418,0.008
1704.4996,352.6896,1707.3212,0.008
694.9437,287.44922,697.24335,0.008
532.1196,234.4513,533.99524,0.008
888.2572,299.61115,890.6541,0.008
628.2434,233.62552,630.1124,0.008
889.7318,276.04785,891.9402,0.008
1179.6465,257.25385,1181.7045,0.008
883.0903,246.02003,885.0584,0.008
1149.7377,283.69748,1152.0072,0.008
983.6505,314.00293,986.16254,0.008
867.5052,282.53055,869.76544,0.008
959.72064,285.77917,962.0069,0.008
982.66614,282.81723,984.92865,0.008
526.2599,240.67189,528.18524,0.008
894.7297,273.75156,896.9197,0.008
1530.0028,329.74857,1532.6407,0.008
995.5254,272.88763,997.7085,0.008
735.76196,307.8605,738.22485,0.008
1193.0171,303.4104,1195.4443,0.008
1294.6095,343.6381,1297.3586,0.008
421.40555,218.64778,423.15472,0.008
518.825,264.54263,520.94135,0.008
1385.2692,332.18903,1387.9266,0.008
415.0516,240.0205,416.97177,0.008
138.3059,190.82779,139.83252,0.008
1214.7621,293.56537,1217.1106,0.008
255.45502,192.85684,256.99786,0.008
1272.74,273.27533,1274.9261,0.008
746.72174,242.78926,748.66406,0.008
1155.3962,266.56332,1157.5287,0.008
800.36206,226.32275,802.17267,0.008
859.02954,255.46075,861.07324,0.008
1014.51495,268.0166,1016.65906,0.008
1089.9702,299.37506,1092.3652,0.008
971.45905,254.4764,973.4949,0.008
149.2583,171.2252,150.6281,0.008
1167.0157,273.43054,1169.2032,0.008
739.874,255.74464,741.92,0.008
484.85132,198.13007,486.43637,0.008
587.7005,199.61212,589.2974,0.008
667.5583,187.68579,669.05975,0.008
339.83228,209.55109,341.5087,0.008
1050.7932,261.2911,1052.8835,0.008
916.92346,231.3527,918.7743,0.008
339.5736,213.21881,341.27936,0.008
876.80896,215.80411,878.5354,0.008
1053.1553,262.5368,1055.2556,0.008
785.3038,243.64523,787.2529,0.008
822.5311,224.77658,824.32935,0.008
207.0729,171.2597,208.44298,0.008
1612.2803,287.52924,1614.5806,0.008
1181.7876,245.57552,1183.7522,0.008
974.11926,226.9645,975.935,0.008
990.4926,259.0244,992.5648,0.008
1002.91693,260.8802,1005.00397,0.008
722.0604,263.47842,724.1683,0.008
605.5066,236.1287,607.3956,0.008
935.98267,248.44202,937.9702,0.008
1358.9082,299.6119,1361.305,0.008
386.4393,213.74683,388.14926,0.008
757.303,246.91238,759.27826,0.008
965.125,259.01044,967.1971,0.008
